-6.925 , 0.01726979807
-6.8855 , 0.01790895215
-6.846 , 0.01857176129
-6.8065 , 0.01925910095
-6.767 , 0.019971879
-6.7275 , 0.02071103692
-6.688 , 0.02147755103
-6.6485 , 0.02227243378
-6.609 , 0.02309673508
-6.5695 , 0.02395154372
-6.53 , 0.02483798877
-6.4905 , 0.0257572411
-6.451 , 0.02671051489
-6.4115 , 0.02769906928
-6.372 , 0.02872421001
-6.3325 , 0.02978729112
-6.293 , 0.0308897168
-6.2535 , 0.03203294318
-6.214 , 0.03321848029
-6.1745 , 0.03444789405
-6.135 , 0.03572280833
-6.0955 , 0.03704490711
-6.056 , 0.03841593668
-6.0165 , 0.03983770796
-5.977 , 0.0413120989
-5.9375 , 0.04284105695
-5.898 , 0.04442660164
-5.8585 , 0.04607082723
-5.819 , 0.0477759055
-5.7795 , 0.04954408861
-5.74 , 0.05137771206
-5.7005 , 0.05327919779
-5.661 , 0.05525105738
-5.6215 , 0.05729589537
-5.582 , 0.05941641267
-5.5425 , 0.06161541018
-5.503 , 0.06389579244
-5.4635 , 0.0662605715
-5.424 , 0.06871287087
-5.3845 , 0.07125592969
-5.345 , 0.07389310694
-5.3055 , 0.07662788595
-5.266 , 0.07946387895
-5.2265 , 0.08240483186
-5.187 , 0.08545462924
-5.1475 , 0.08861729943
-5.108 , 0.09189701983
-5.0685 , 0.09529812246
-5.029 , 0.09882509968
-4.9895 , 0.1024826101
-4.95 , 0.1062754847
-4.9105 , 0.1102087334
-4.871 , 0.1142875513
-4.8315 , 0.1185173261
-4.792 , 0.1229036445
-4.7525 , 0.1274523002
-4.713 , 0.1321693015
-4.6735 , 0.1370608786
-4.634 , 0.1421334926
-4.5945 , 0.1473938438
-4.555 , 0.1528488802
-4.5155 , 0.1585058072
-4.476 , 0.1643720967
-4.4365 , 0.1704554971
-4.397 , 0.1767640438
-4.3575 , 0.1833060694
-4.318 , 0.1900902149
-4.2785 , 0.1971254412
-4.239 , 0.2044210408
-4.1995 , 0.21198665
-4.16 , 0.2198322619
-4.1205 , 0.2279682394
-4.081 , 0.2364053289
-4.0415 , 0.2451546745
-4.002 , 0.2542278328
-3.9625 , 0.2636367881
-3.923 , 0.2733939682
-3.8835 , 0.2835122609
-3.844 , 0.294005031
-3.8045 , 0.3048861378
-3.765 , 0.3161699536
-3.7255 , 0.3278713827
-3.686 , 0.3400058809
-3.6465 , 0.3525894761
-3.607 , 0.3656387893
-3.5675 , 0.3791710568
-3.528 , 0.3932041526
-3.4885 , 0.4077566123
-3.449 , 0.4228476576
-3.4095 , 0.4384972214
-3.37 , 0.4547259746
-3.3305 , 0.4715553529
-3.291 , 0.4890075854
-3.2515 , 0.5071057239
-3.212 , 0.5258736732
-3.1725 , 0.5453362231
-3.133 , 0.5655190807
-3.0935 , 0.5864489046
-3.054 , 0.6081533398
-3.0145 , 0.6306610547
-2.975 , 0.6540017787
-2.9355 , 0.6782063413
-2.896 , 0.7033067133
-2.8565 , 0.7293360483
-2.817 , 0.7563287272
-2.7775 , 0.7843204035
-2.738 , 0.8133480498
-2.6985 , 0.8434500074
-2.659 , 0.8746660365
-2.6195 , 0.9070373688
-2.58 , 0.9406067619
-2.5405 , 0.975418556
-2.501 , 1.011518732
-2.4615 , 1.048954974
-2.422 , 1.087776728
-2.3825 , 1.128035273
-2.343 , 1.169783784
-2.3035 , 1.213077405
-2.264 , 1.257973319
-2.2245 , 1.304530829
-2.185 , 1.352811428
-2.1455 , 1.40287889
-2.106 , 1.454799345
-2.0665 , 1.508641373
-2.027 , 1.56447609
-1.9875 , 1.622377247
-1.948 , 1.682421322
-1.9085 , 1.744687624
-1.869 , 1.809258398
-1.8295 , 1.876218932
-1.79 , 1.94565767
-1.7505 , 2.017666332
-1.711 , 2.09234003
-1.6715 , 2.169777396
-1.632 , 2.250080714
-1.5925 , 2.333356053
-1.553 , 2.419713406
-1.5135 , 2.50926684
-1.474 , 2.60213464
-1.4345 , 2.698439471
-1.395 , 2.798308538
-1.3555 , 2.901873752
-1.316 , 3.009271908
-1.2765 , 3.120644862
-1.237 , 3.236139723
-1.1975 , 3.35590904
-1.158 , 3.480111012
-1.1185 , 3.608909691
-1.079 , 3.7424752
-1.0395 , 3.88098396
-1 , 4.02461892
-0.9605 , 4.168655608
-0.921 , 4.308140151
-0.8815 , 4.442920151
-0.842 , 4.572848286
-0.8025 , 4.697782473
-0.763 , 4.817586019
-0.7235 , 4.932127769
-0.684 , 5.041282245
-0.6445 , 5.144929785
-0.605 , 5.242956671
-0.5655 , 5.335255248
-0.526 , 5.421724046
-0.4865 , 5.502267884
-0.447 , 5.576797975
-0.4075 , 5.645232022
-0.368 , 5.707494307
-0.3285 , 5.76351577
-0.289 , 5.813234089
-0.2495 , 5.856593741
-0.21 , 5.893546069
-0.1705 , 5.92404933
-0.131 , 5.948068743
-0.0915 , 5.965576527
-0.052 , 5.976551936
-0.0125 , 5.980981276
0.027 , 5.978857929
0.0665 , 5.97018236
0.106 , 5.954962121
0.1455 , 5.933211846
0.185 , 5.904953243
0.2245 , 5.870215075
0.264 , 5.829033139
0.3035 , 5.781450236
0.343 , 5.727516139
0.3825 , 5.667287549
0.422 , 5.600828059
0.4615 , 5.528208098
0.501 , 5.449504889
0.5405 , 5.364802391
0.58 , 5.274191249
0.6195 , 5.177768742
0.659 , 5.075638735
0.6985 , 4.967911636
0.738 , 4.854704361
0.7775 , 4.736140314
0.817 , 4.612349384
0.8565 , 4.483467968
0.896 , 4.349639028
0.9355 , 4.211012196
0.975 , 4.067743942
1.0145 , 3.920648045
1.054 , 3.776850831
1.0935 , 3.638128371
1.133 , 3.504307663
1.1725 , 3.375223413
1.212 , 3.250717966
1.2515 , 3.130641268
1.291 , 3.014850858
1.3305 , 2.903211891
1.37 , 2.795597197
1.4095 , 2.691887378
1.449 , 2.591970945
1.4885 , 2.495744497
1.528 , 2.403112948
1.5675 , 2.313989794
1.607 , 2.228297442
1.6465 , 2.145967573
1.686 , 2.06694156
1.7255 , 1.99117093
1.765 , 1.918617861
1.8045 , 1.849255706
1.844 , 1.78306952
1.8835 , 1.720056582
1.923 , 1.660226852
1.9625 , 1.603603349
2.002 , 1.550222374
2.0415 , 1.500133509
2.081 , 1.453399323
2.1205 , 1.410094693
2.16 , 1.370305631
2.1995 , 1.334127557
2.239 , 1.301662931
2.2785 , 1.27301823
2.318 , 1.248300299
2.3575 , 1.227612186
2.397 , 1.211048645
2.4365 , 1.198691613
2.476 , 1.190605974
2.5155 , 1.186836015
2.555 , 1.187402895
2.5945 , 1.192303412
2.634 , 1.201510188
2.6735 , 1.214973265
2.713 , 1.232622926
2.7525 , 1.254373459
2.792 , 1.280127501
2.8315 , 1.309780588
2.871 , 1.343225587
2.9105 , 1.380253176
2.95 , 1.418652559
2.9895 , 1.457309377
3.029 , 1.495914427
3.0685 , 1.534195255
3.108 , 1.571911909
3.1475 , 1.60885299
3.187 , 1.644832093
3.2265 , 1.679684644
3.266 , 1.713265143
3.3055 , 1.745444781
3.345 , 1.776109386
3.3845 , 1.805157673
3.424 , 1.832499747
3.4635 , 1.858055833
3.503 , 1.88175519
3.5425 , 1.903535194
3.582 , 1.923340552
3.6215 , 1.94112264
3.661 , 1.956838928
3.7005 , 1.9704525
3.74 , 1.981931634
3.7795 , 1.991249444
3.819 , 1.998383575
3.8585 , 2.003315937
3.898 , 2.00603247
3.9375 , 2.006522948
3.977 , 2.0047808
4.0165 , 2.000802954
4.056 , 1.994589702
4.0955 , 1.986144577
4.135 , 1.975474239
4.1745 , 1.962588382
4.214 , 1.947499635
4.2535 , 1.930223483
4.293 , 1.910778188
4.3325 , 1.889184714
4.372 , 1.865466658
4.4115 , 1.839650185
4.451 , 1.811763963
4.4905 , 1.781839101
4.53 , 1.749909089
4.5695 , 1.716009738
4.609 , 1.680179122
4.6485 , 1.64245752
4.688 , 1.602887361
4.7275 , 1.561513161
4.767 , 1.518381472
4.8065 , 1.473540824
4.846 , 1.427041669
4.8855 , 1.378936326
4.925 , 1.329940622
4.9645 , 1.28247626
5.004 , 1.236705858
5.0435 , 1.192568959
5.083 , 1.150007266
5.1225 , 1.108964561
5.162 , 1.069386633
5.2015 , 1.031221204
5.241 , 0.9944178645
5.2805 , 0.9589280024
5.32 , 0.924704741
5.3595 , 0.8917028765
5.399 , 0.8598788182
5.4385 , 0.8291905314
5.478 , 0.7995974814
5.5175 , 0.7710605802
5.557 , 0.7435421349
5.5965 , 0.7170057977
5.636 , 0.691416518
5.6755 , 0.6667404963
5.715 , 0.6429451392
5.7545 , 0.6199990165
5.794 , 0.5978718199
5.8335 , 0.5765343227
5.873 , 0.5559583412
5.9125 , 0.5361166977
5.952 , 0.5169831842
5.9915 , 0.4985325282
6.031 , 0.4807403593
6.0705 , 0.4635831765
6.11 , 0.4470383179
6.1495 , 0.4310839301
6.189 , 0.4156989398
6.2285 , 0.4008630257
6.268 , 0.3865565918
6.3075 , 0.3727607413
6.347 , 0.3594572522
6.3865 , 0.3466285523
6.426 , 0.3342576971
6.4655 , 0.3223283462
6.505 , 0.310824743
6.5445 , 0.2997316929
6.584 , 0.2890345435
6.6235 , 0.2787191656
6.663 , 0.2687719341
6.7025 , 0.2591797101
6.742 , 0.2499298238
6.7815 , 0.2410100575
6.821 , 0.2324086295
6.8605 , 0.2241141785
6.9 , 0.2161157489
6.9395 , 0.208402776
6.979 , 0.2009650719
7.0185 , 0.1937928127
7.058 , 0.1868765249
7.0975 , 0.180207073
7.137 , 0.1737756478
7.1765 , 0.1675737542
7.216 , 0.1615932005
7.2555 , 0.1558260873
7.295 , 0.1502647971
7.3345 , 0.1449019842
7.374 , 0.1397305652
7.4135 , 0.1347437094
7.453 , 0.12993483
7.4925 , 0.125297575
7.532 , 0.1208258194
7.5715 , 0.1165136567
7.611 , 0.1123553911
7.6505 , 0.1083455301
7.69 , 0.1044787775
7.7295 , 0.1007500257
7.769 , 0.09715434963
7.8085 , 0.09368699995
7.848 , 0.0903433968
7.8875 , 0.08711912378
7.927 , 0.08400992211
7.9665 , 0.081011685
8.006 , 0.07812045222
8.0455 , 0.07533240489
8.085 , 0.07264386042
8.1245 , 0.07005126763
8.164 , 0.0675512021
8.2035 , 0.06514036162
8.243 , 0.06281556182
8.2825 , 0.060573732
8.322 , 0.05841191103
8.3615 , 0.05632724347
8.401 , 0.05431697578
8.4405 , 0.05237845271
8.48 , 0.05050911374
8.5195 , 0.04870648977
8.559 , 0.0469681998
8.5985 , 0.0452919478
8.638 , 0.0436755197
8.6775 , 0.04211678044
8.717 , 0.04061367115
8.7565 , 0.03916420646
8.796 , 0.03776647183
8.8355 , 0.03641862107
8.875 , 0.03511887387
8.9145 , 0.03386551345
8.954 , 0.03265688432
8.9935 , 0.03149139005
9.033 , 0.03036749121
9.0725 , 0.02928370328
9.112 , 0.02823859476
9.1515 , 0.0272307852
9.191 , 0.02625894343
9.2305 , 0.02532178581
9.27 , 0.02441807449
9.3095 , 0.02354661579
9.349 , 0.02270625866
9.3885 , 0.0218958931
9.428 , 0.02111444875
9.4675 , 0.02036089343
9.507 , 0.0196342318
9.5465 , 0.01893350407
9.586 , 0.01825778466
9.6255 , 0.01760618107
9.665 , 0.0169778326
9.7045 , 0.01637190932
9.744 , 0.01578761088
9.7835 , 0.01522416552
9.823 , 0.01468082901
9.8625 , 0.01415688368
9.902 , 0.01365163748
9.9415 , 0.01316442305
9.981 , 0.01269459686
10.0205 , 0.01224153834
10.06 , 0.01180464905
10.0995 , 0.01138335195
10.139 , 0.01097709055
10.1785 , 0.01058532825
10.218 , 0.01020754759
10.2575 , 0.009843249574
10.297 , 0.00949195302
