0.59639999999999537827 , -nan(ind) , -nan(ind) , -nan(ind)
0.6005999999999953598 , -nan(ind) , -nan(ind) , -nan(ind)
0.60479999999999534133 , -nan(ind) , -nan(ind) , -nan(ind)
0.60899999999999532285 , -nan(ind) , -nan(ind) , -nan(ind)
0.61319999999999530438 , -nan(ind) , -nan(ind) , -nan(ind)
0.6173999999999952859 , -nan(ind) , -nan(ind) , -nan(ind)
0.62159999999999526743 , -nan(ind) , -nan(ind) , -nan(ind)
0.62579999999999524896 , -nan(ind) , -nan(ind) , -nan(ind)
0.62999999999999523048 , -nan(ind) , -nan(ind) , -nan(ind)
0.63419999999999521201 , -nan(ind) , -nan(ind) , -nan(ind)
0.63839999999999519353 , -nan(ind) , -nan(ind) , -nan(ind)
0.64259999999999517506 , -nan(ind) , -nan(ind) , -nan(ind)
0.64679999999999515659 , -nan(ind) , -nan(ind) , -nan(ind)
0.65099999999999513811 , -nan(ind) , -nan(ind) , -nan(ind)
0.65519999999999511964 , -nan(ind) , -nan(ind) , -nan(ind)
0.65939999999999510116 , -nan(ind) , -nan(ind) , -nan(ind)
0.66359999999999508269 , -nan(ind) , -nan(ind) , -nan(ind)
0.66779999999999506421 , -nan(ind) , -nan(ind) , -nan(ind)
0.67199999999999504574 , -nan(ind) , -nan(ind) , -nan(ind)
0.67619999999999502727 , -nan(ind) , -nan(ind) , -nan(ind)
0.68039999999999500879 , -nan(ind) , -nan(ind) , -nan(ind)
0.68459999999999499032 , -nan(ind) , -nan(ind) , -nan(ind)
0.68879999999999497184 , -nan(ind) , -nan(ind) , -nan(ind)
0.69299999999999495337 , -nan(ind) , -nan(ind) , -nan(ind)
0.6971999999999949349 , -nan(ind) , -nan(ind) , -nan(ind)
0.70139999999999491642 , -nan(ind) , -nan(ind) , -nan(ind)
0.70559999999999489795 , -nan(ind) , -nan(ind) , -nan(ind)
0.70979999999999487947 , -nan(ind) , -nan(ind) , -nan(ind)
0.713999999999994861 , -nan(ind) , -nan(ind) , -nan(ind)
0.71819999999999484253 , -nan(ind) , -nan(ind) , -nan(ind)
0.72239999999999482405 , -nan(ind) , -nan(ind) , -nan(ind)
0.72659999999999480558 , -nan(ind) , -nan(ind) , -nan(ind)
0.7307999999999947871 , -nan(ind) , -nan(ind) , -nan(ind)
0.73499999999999476863 , -nan(ind) , -nan(ind) , -nan(ind)
0.73919999999999475015 , -nan(ind) , -nan(ind) , -nan(ind)
0.74339999999999473168 , -nan(ind) , -nan(ind) , -nan(ind)
0.74759999999999471321 , -nan(ind) , -nan(ind) , -nan(ind)
0.75179999999999469473 , -nan(ind) , -nan(ind) , -nan(ind)
0.75599999999999467626 , -nan(ind) , -nan(ind) , -nan(ind)
0.76019999999999465778 , -nan(ind) , -nan(ind) , -nan(ind)
0.76439999999999463931 , -nan(ind) , -nan(ind) , -nan(ind)
0.76859999999999462084 , -nan(ind) , -nan(ind) , -nan(ind)
0.77279999999999460236 , -nan(ind) , -nan(ind) , -nan(ind)
0.77699999999999458389 , -nan(ind) , -nan(ind) , -nan(ind)
0.78119999999999456541 , -nan(ind) , -nan(ind) , -nan(ind)
0.78539999999999454694 , -nan(ind) , -nan(ind) , -nan(ind)
0.78959999999999452847 , -nan(ind) , -nan(ind) , -nan(ind)
0.79379999999999450999 , -nan(ind) , -nan(ind) , -nan(ind)
0.79799999999999449152 , -nan(ind) , -nan(ind) , -nan(ind)
0.80219999999999447304 , -nan(ind) , -nan(ind) , -nan(ind)
0.80639999999999445457 , -nan(ind) , -nan(ind) , -nan(ind)
0.8105999999999944361 , -nan(ind) , -nan(ind) , -nan(ind)
0.81479999999999441762 , -nan(ind) , -nan(ind) , -nan(ind)
0.81899999999999439915 , -nan(ind) , -nan(ind) , -nan(ind)
0.82319999999999438067 , -nan(ind) , -nan(ind) , -nan(ind)
0.8273999999999943622 , -nan(ind) , -nan(ind) , -nan(ind)
0.83159999999999434372 , -nan(ind) , -nan(ind) , -nan(ind)
0.83579999999999432525 , -nan(ind) , -nan(ind) , -nan(ind)
0.83999999999999430678 , -nan(ind) , -nan(ind) , -nan(ind)
0.8441999999999942883 , -nan(ind) , -nan(ind) , -nan(ind)
0.84839999999999426983 , -nan(ind) , -nan(ind) , -nan(ind)
0.85259999999999425135 , -nan(ind) , -nan(ind) , -nan(ind)
0.85679999999999423288 , -nan(ind) , -nan(ind) , -nan(ind)
0.86099999999999421441 , -nan(ind) , -nan(ind) , -nan(ind)
0.86519999999999419593 , -nan(ind) , -nan(ind) , -nan(ind)
0.86939999999999417746 , -nan(ind) , -nan(ind) , -nan(ind)
0.87359999999999415898 , -nan(ind) , -nan(ind) , -nan(ind)
0.87779999999999414051 , -nan(ind) , -nan(ind) , -nan(ind)
0.88199999999999412204 , -nan(ind) , -nan(ind) , -nan(ind)
0.88619999999999410356 , -nan(ind) , -nan(ind) , -nan(ind)
0.89039999999999408509 , -nan(ind) , -nan(ind) , -nan(ind)
0.89459999999999406661 , -nan(ind) , -nan(ind) , -nan(ind)
0.89879999999999404814 , -nan(ind) , -nan(ind) , -nan(ind)
0.90299999999999402966 , -nan(ind) , -nan(ind) , -nan(ind)
0.90719999999999401119 , -nan(ind) , -nan(ind) , -nan(ind)
0.91139999999999399272 , -nan(ind) , -nan(ind) , -nan(ind)
0.91559999999999397424 , -nan(ind) , -nan(ind) , -nan(ind)
0.91979999999999395577 , -nan(ind) , -nan(ind) , -nan(ind)
0.92399999999999393729 , -nan(ind) , -nan(ind) , -nan(ind)
0.92819999999999391882 , -nan(ind) , -nan(ind) , -nan(ind)
0.93239999999999390035 , -nan(ind) , -nan(ind) , -nan(ind)
0.93659999999999388187 , -nan(ind) , -nan(ind) , -nan(ind)
0.9407999999999938634 , -nan(ind) , -nan(ind) , -nan(ind)
0.94499999999999384492 , -nan(ind) , -nan(ind) , -nan(ind)
0.94919999999999382645 , -nan(ind) , -nan(ind) , -nan(ind)
0.95339999999999380798 , -nan(ind) , -nan(ind) , -nan(ind)
0.9575999999999937895 , -nan(ind) , -nan(ind) , -nan(ind)
0.96179999999999377103 , -nan(ind) , -nan(ind) , -nan(ind)
0.96599999999999375255 , -nan(ind) , -nan(ind) , -nan(ind)
0.97019999999999373408 , -nan(ind) , -nan(ind) , -nan(ind)
0.9743999999999937156 , -nan(ind) , -nan(ind) , -nan(ind)
0.97859999999999369713 , -nan(ind) , -nan(ind) , -nan(ind)
0.98279999999999367866 , -nan(ind) , -nan(ind) , -nan(ind)
0.98699999999999366018 , -nan(ind) , -nan(ind) , -nan(ind)
0.99119999999999364171 , -nan(ind) , -nan(ind) , -nan(ind)
0.99539999999999362323 , -nan(ind) , -nan(ind) , -nan(ind)
0.99959999999999360476 , -nan(ind) , -nan(ind) , -nan(ind)
1.0037999999999935863 , -nan(ind) , -nan(ind) , -nan(ind)
1.0079999999999935678 , -nan(ind) , -nan(ind) , -nan(ind)
1.0121999999999935493 , -nan(ind) , -nan(ind) , -nan(ind)
1.0163999999999935309 , -nan(ind) , -nan(ind) , -nan(ind)
1.0205999999999935124 , -nan(ind) , -nan(ind) , -nan(ind)
1.0247999999999934939 , -nan(ind) , -nan(ind) , -nan(ind)
1.0289999999999934754 , -nan(ind) , -nan(ind) , -nan(ind)
1.033199999999993457 , -nan(ind) , -nan(ind) , -nan(ind)
1.0373999999999934385 , -nan(ind) , -nan(ind) , -nan(ind)
1.04159999999999342 , -nan(ind) , -nan(ind) , -nan(ind)
1.0457999999999934015 , -nan(ind) , -nan(ind) , -nan(ind)
1.0499999999999933831 , -nan(ind) , -nan(ind) , -nan(ind)
